property_type,society,sector,price,price_per_sqft,bedroom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,store room,pooja room,others,furnishing_type,luxury_score
flat,pyramid urban,sector 67a,0.56,7932.0,2,2,2,0.0,Relatively New,777.7777777777777,0,0,0,0,1,0,49
house,independent,sector 4,0.7,6648.0,3,3,0,1.0,Moderately Old,117.0,0,0,0,0,0,0,0
flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3,3,3,6.0,Relatively New,1832.468253968254,1,0,0,0,0,0,28
flat,adani m2k oyster grande,sector 102,2.35,8468.0,3,3,3,14.0,Relatively New,2350.5714285714284,1,1,0,0,0,2,183
flat,dlf the skycourt,sector 86,1.55,8031.0,3,3,1,12.0,Relatively New,1900.0,0,0,0,1,0,2,171
flat,corona optus,sector 37c,1.43,7186.0,3,3,3+,2.0,Relatively New,1844.6825396825398,1,1,0,0,1,0,49
house,suncity essel towers,sector 28,8.95,17900.0,5,6,3+,4.0,Moderately Old,5000.0,0,0,0,0,0,0,0
flat,m3m woodshire,sector 107,1.02,6649.0,2,2,3,6.0,Relatively New,1387.9047619047617,0,1,0,0,0,0,121
house,independent,sector 9,0.22,7407.0,2,2,2,1.0,Old Property,36.666666666666664,0,0,0,0,0,0,0
flat,mapsko mount ville,sector 79,1.2,8054.0,3,3,3,24.0,Relatively New,1348.095238095238,0,0,0,0,0,2,8
flat,orchid petals,sector 49,1.9,10526.0,3,3,3,9.0,Moderately Old,2005.5555555555554,1,0,0,0,0,0,104
house,uppal southend,sector 49,4.4,15278.0,6,6,3,3.0,Moderately Old,2880.0,1,1,1,1,0,1,119
flat,tata primanti,sector 72,3.9,13425.0,4,4,3+,39.0,Relatively New,2508.611111111111,1,0,0,0,1,0,49
house,independent,sector 57,8.0,29630.0,5,4,3,2.0,Relatively New,2700.0,1,1,0,1,0,0,29
flat,godrej,sector 79,1.93,8532.0,3,4,3+,5.0,Relatively New,2046.5714285714284,1,0,0,0,0,0,176
flat,ats tourmaline,sector 109,1.72,8000.0,3,4,3+,7.0,Relatively New,1797.0,1,0,0,0,0,0,185
flat,bestech park view grand spa,sector 81,2.35,8835.0,3,4,3+,10.0,Relatively New,2511.1111111111113,1,0,0,0,0,0,118
house,independent,sector 26,4.6,12198.0,4,4,3+,2.0,Old Property,3771.0,0,0,0,0,0,0,28
flat,ss the leaf,sector 85,1.18,10094.0,2,3,3,12.0,Relatively New,1420.0,0,0,0,1,0,2,168
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2,2,2,12.0,Relatively New,827.8571428571428,0,0,0,0,0,0,117
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,15514.0,3,3,3+,1.0,Relatively New,1464.4761904761904,0,0,0,0,0,0,49
flat,capital residences 360,sector 70a,1.1,7586.0,2,2,3+,8.0,New Property,1311.9047619047617,0,0,0,0,0,0,69
flat,signature global city 92,sector 92,0.78,11143.0,2,2,3,2.0,Under Construction,845.7936507936507,0,0,0,0,1,0,33
flat,tulip violet,sector 69,1.28,8112.0,3,3,2,12.0,Relatively New,1427.7142857142856,0,0,0,1,0,2,49
flat,emaar gurgaon greens,sector 102,1.39,8424.0,3,3,3,7.0,Relatively New,1492.8571428571427,1,0,0,0,0,2,21
flat,godrej nature plus,sector 33,1.08,13123.0,2,2,3,8.0,Under Construction,84.93333333333332,0,0,0,0,0,0,56
flat,m3m skywalk,sector 74,1.5,10714.0,2,2,1,8.0,New Property,1555.5555555555554,0,0,0,0,0,0,16
flat,bestech park view residency,sector 2,1.55,8073.0,3,4,3+,4.0,Old Property,1737.1428571428569,1,0,0,0,0,0,93
house,independent,sector 14,4.6,20444.0,1,1,0,1.0,Old Property,2250.0,0,0,0,0,0,0,0
flat,antriksh heights,sector 84,0.9,4444.0,3,3,3,18.0,Relatively New,1832.1428571428569,1,0,0,1,0,0,68
flat,dlf new town heights,sector 90,1.2,6218.0,3,3,3+,8.0,Moderately Old,2144.4444444444443,1,0,0,1,0,0,68
house,independent,sector 12,0.38,4222.0,3,3,3,3.0,Relatively New,900.0,0,0,0,0,0,0,0
flat,godrej aria,sector 79,1.1,11482.0,2,2,3,9.0,New Property,80.52380952380952,0,0,0,0,0,0,62
flat,umang winter hills,sector 77,1.0,7502.0,2,2,2,3.0,New Property,1488.888888888889,0,0,0,0,0,0,83
flat,ss,sector 85,2.1,7468.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49
flat,la vida by tata housing,sector 113,3.72,13985.0,5,4,3+,0.0,New Property,2955.5555555555557,0,0,0,1,0,1,44
flat,eldeco accolade,sohna road,1.1,7550.0,2,2,3+,17.0,Relatively New,1318.2380952380952,0,1,0,0,1,2,15
house,bptp astaire gardens,sector 70a,6.5,27873.0,4,4,3+,2.0,New Property,2332.0,1,1,0,1,0,2,178
flat,czar mahira homes 63a,sector 63a,0.42,7407.0,3,2,2,1.0,Under Construction,630.0,0,0,0,0,0,0,0
flat,signature global solera,sector 107,0.28,5680.0,2,2,2,6.0,Relatively New,543.3333333333334,0,0,0,0,0,0,45
flat,signature global park,sohna road,0.67,5537.0,2,2,3,4.0,Relatively New,1094.7619047619046,0,0,0,1,0,0,136
house,international city by sobha phase 2,sector 109,5.65,10463.0,4,4,3+,2.0,New Property,5400.0,1,0,0,0,1,2,44
flat,ireo skyon,sector 60,3.0,12484.0,3,3,3,5.0,Relatively New,2400.0,1,0,0,0,0,2,192
flat,kashish manor one,sector 111,1.65,7097.0,3,4,3+,14.0,Under Construction,2103.5714285714284,1,0,0,0,1,0,17
flat,siddhartha apartment,sector 95,0.72,3664.0,3,3,2,4.0,Relatively New,1800.0,0,0,0,0,1,0,21
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3,3,3,2.0,Relatively New,1524.206349206349,1,1,0,0,0,2,154
flat,vatika gurgaon,sector 83,1.4,6629.0,3,3,2,7.0,Relatively New,1569.7619047619046,0,0,0,0,0,2,83
flat,ansal heights 86,sector 86,1.25,7396.0,3,2,1,2.0,New Property,1529.0476190476188,0,0,0,0,0,0,109
flat,afnhb jalvayu vihar,sector 30,0.85,12859.0,2,2,1,2.0,Old Property,734.4444444444445,0,0,0,0,1,2,58
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2,2,2,12.0,New Property,747.2619047619047,0,0,0,0,0,0,57
flat,raheja atharva,sector 109,1.6,5319.0,4,1,0,0.0,New Property,3008.0,0,0,0,0,0,0,0
house,vatika india next,sector 82,6.5,20062.0,4,3,0,2.0,Relatively New,3240.0,0,0,0,0,0,0,0
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,12.0,Relatively New,1583.3333333333333,0,0,0,0,1,0,74
flat,dlf regency park,sector 28,1.35,11739.0,2,2,2,14.0,Old Property,1120.0,0,0,1,0,0,0,75
house,independent,sector 39,5.15,14071.0,5,5,0,1.0,Relatively New,3660.0,0,0,0,0,0,0,0
flat,ansal api esencia,sector 67,1.2,7407.0,3,3,2,1.0,Relatively New,200.0,0,0,0,0,0,0,49
flat,emaar imperial gardens,sector 102,1.91,9550.0,3,4,2,17.0,Relatively New,1587.0785714285714,1,1,0,0,0,2,170
flat,signature global park,sohna road,0.87,7190.0,3,2,3,4.0,Relatively New,1210.0,0,0,0,0,0,0,58
flat,brisk lumbini terrace homes,sector 109,1.38,6339.0,3,3,1,4.0,Moderately Old,2418.8888888888887,0,0,0,0,0,0,28
flat,tulip violet,sector 69,1.4,8872.0,3,3,2,11.0,Relatively New,1427.7142857142856,0,0,0,1,0,0,135
flat,sare crescent parc,sector 92,0.8,4211.0,4,3,2,10.0,Relatively New,1719.0476190476188,0,0,0,0,1,0,46
house,independent,sector 41,9.0,27778.0,8,5,3+,3.0,Old Property,3240.0,1,0,1,1,0,2,34
flat,gls avenue 51,sector 92,0.42,6562.0,3,3,1,2.0,Relatively New,711.1111111111111,0,0,0,0,0,0,20
flat,breez global hill view,sohna road,0.42,7179.0,2,2,1,18.0,Relatively New,650.4983566666667,0,0,0,0,0,0,44
flat,ireo uptown,sector 66,1.5,11219.0,2,3,3,1.0,Relatively New,1330.0,1,0,0,0,1,2,88
house,independent,sector 3 phase 3 extension,0.55,5000.0,2,1,0,1.0,Moderately Old,1100.0,0,0,0,0,0,0,0
flat,bptp terra,sector 37d,1.8,8215.0,4,3,3,18.0,Relatively New,2024.5,1,1,0,1,0,0,49
flat,smart world gems,sector 89,1.16,10498.0,3,2,3,1.0,New Property,997.9523809523808,0,1,0,0,0,0,49
flat,antriksh heights,sector 84,0.94,6999.0,3,2,3+,10.0,New Property,1221.4285714285713,0,1,0,0,0,2,98
flat,bestech park view sanskruti,sector 92,1.55,9688.0,3,3,3,17.0,Relatively New,1791.3888888888887,1,0,0,0,0,2,69
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,2,3.0,New Property,1581.111111111111,0,1,0,0,0,0,49
flat,green campus chs,manesar,0.92,4023.0,3,3,3+,8.0,Moderately Old,1923.484126984127,1,0,0,0,0,0,5
flat,vatika city,sector 49,2.65,11773.0,3,4,3,11.0,Moderately Old,2251.0,1,0,0,1,0,2,158
flat,shree vardhman victoria,sector 70,1.8,9231.0,3,5,3,0.0,New Property,2166.6666666666665,0,0,0,0,0,0,81
flat,smart world orchard,sector 61,2.1,13752.0,3,2,3,3.0,Under Construction,1534.0714285714284,0,0,0,0,0,0,164
flat,tulip petals,sector 89,1.1,7097.0,3,2,3,4.0,New Property,1550.0,0,0,0,0,0,0,0
flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,Relatively New,1505.0,0,0,0,0,0,0,0
flat,orchid island,sector 51,0.71,7889.0,2,2,1,4.0,Relatively New,1006.6666666666666,0,0,0,0,0,0,32
flat,raheja sampada,sector 92,0.65,4745.0,3,2,3,6.0,Relatively New,1239.5238095238094,0,0,0,0,0,0,49
flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,1,5.0,Relatively New,1527.7777777777778,0,0,0,1,0,2,49
flat,godrej oasis,sector 88a,1.4,7568.0,3,3,3+,4.0,Relatively New,1673.8095238095236,0,0,0,0,0,2,47
flat,orchid petals,sector 49,4.21,11836.0,5,6,3+,14.0,Relatively New,3218.238095238095,1,0,0,1,0,0,35
flat,sanskriti apartments,sector 43,2.5,13514.0,3,2,3,5.0,Old Property,1673.8095238095236,0,1,0,0,0,0,0
flat,dlf the ultima,sector 81,2.25,10553.0,3,3,3+,15.0,Relatively New,1928.9523809523807,1,0,0,0,0,1,183
flat,emaar mgf emerald floors premier,sector 65,2.79,14127.0,4,4,3+,2.0,Relatively New,2194.4444444444443,1,1,0,0,0,1,192
house,vatika india next,sector 82,7.0,21605.0,4,4,3+,3.0,Relatively New,3900.0,1,0,0,0,0,1,114
flat,sare homes,sector 92,0.5,4237.0,3,3,2,1.0,Relatively New,1067.6190476190475,0,0,0,0,0,0,26
flat,prime habitat,sector 99a,0.27,5433.0,2,2,1,4.0,New Property,552.2222222222222,0,0,0,0,0,0,15
flat,umang winter hills,sector 77,1.4,6341.0,3,3,3,10.0,Relatively New,1735.0,0,0,0,0,0,0,28
flat,ashiana anmol,sector 33,1.1,8627.0,2,2,2,4.0,Under Construction,1275.0,0,0,0,0,0,0,0
flat,sare homes,sector 92,0.82,5384.0,3,3,3+,12.0,Relatively New,1221.18,0,0,0,0,0,0,132
flat,antriksh heights,sector 84,0.54,4459.0,2,2,3+,17.0,Relatively New,1085.7142857142856,0,0,0,0,0,0,90
flat,ats triumph,sector 104,2.65,8413.0,4,4,3+,10.0,Relatively New,2849.9999999999995,1,0,0,0,0,0,192
flat,palam vihar society,sector 2,0.4,8602.0,1,1,1,5.0,Moderately Old,450.0,0,0,0,0,0,2,39
flat,corona optus,sector 37c,1.27,7232.0,3,3,3,2.0,Relatively New,1595.0952380952378,0,0,0,0,1,0,49
flat,bestech park view residency,sector 2,1.4,7865.0,3,3,3+,6.0,Old Property,1610.4761904761904,0,0,0,0,0,1,125
house,independent,sector 26,23.0,25556.0,4,4,3+,2.0,Relatively New,9000.0,1,1,1,1,0,2,163
flat,dlf regal gardens,sector 90,1.75,7901.0,4,4,3+,3.0,Relatively New,2004.0476190476188,0,0,0,0,1,0,6
flat,breez global hill view,sohna road,0.32,5776.0,2,2,2,19.0,Relatively New,615.5555555555555,0,0,0,0,0,2,21
flat,ss,sector 85,1.2,7151.0,2,2,3,15.0,Relatively New,1660.0,0,0,0,0,0,0,49
flat,experion the heartsong,sector 108,1.55,7738.0,3,3,3+,7.0,Relatively New,1750.0,1,0,0,1,0,2,192
flat,ss the leaf,sector 85,2.03,7229.0,4,4,3+,3.0,Relatively New,2225.0,0,0,0,0,1,0,49
house,dlf city plots,sector 26,13.5,29880.0,5,5,3,2.0,Old Property,4518.0,1,1,1,1,0,2,119
flat,dlf the ultima,sector 81,3.45,12013.0,4,4,3+,10.0,New Property,2598.4761904761904,1,0,0,0,0,1,183
flat,the lions cghs,sector 56,1.99,11056.0,4,4,3+,4.0,Old Property,2000.0,0,0,0,1,1,2,114
flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,3,4,3,3.0,Relatively New,1833.3333333333333,1,1,1,1,0,1,192
house,independent,sector 13,1.5,10519.0,2,2,2,3.0,Old Property,1426.0,0,1,0,1,0,0,7
house,independent,sector 25,9.0,28490.0,10,10,3,3.0,Old Property,3159.0,0,0,0,1,0,2,64
flat,emaar mgf palm hills,sector 77,1.08,5400.0,3,4,3+,5.0,Relatively New,1809.5238095238094,1,1,0,0,1,2,185
flat,dlf the ultima,sector 81,2.21,10366.0,3,3,3+,3.0,Relatively New,1881.1428571428569,1,0,0,0,0,1,167
flat,pyramid urban homes 2,sector 86,0.5,9690.0,2,2,2,6.0,Old Property,572.8786777777776,0,0,0,0,0,0,15
flat,the lions cghs,sector 56,2.05,9535.0,4,4,3,7.0,Relatively New,2000.0,1,0,0,0,1,2,49
flat,mvn athens,sohna road,0.26,5394.0,2,2,1,2.0,Relatively New,535.3246266666666,0,0,0,0,0,0,37
flat,zara aavaas,sector 104,0.26,7808.0,1,1,2,0.0,Relatively New,301.0,0,0,0,0,0,0,100
flat,hcbs sports ville,sohna road,0.32,5517.0,2,2,1,7.0,New Property,644.4444444444445,0,0,0,0,0,0,37
flat,dlf the primus,sector 82a,2.85,10936.0,4,4,3+,2.0,New Property,2178.9047619047615,1,0,0,0,0,1,192
flat,indiabulls enigma,sector 110,3.7,10882.0,4,5,3,7.0,Relatively New,3076.1904761904757,1,0,0,0,0,0,165
flat,signature global synera,sector 81,0.38,9500.0,1,1,2,3.0,Relatively New,444.44444444444446,0,0,0,0,0,0,43
flat,vatika independent floors,sector 82,1.45,8056.0,4,3,0,1.0,Relatively New,1800.0,0,0,0,0,0,0,43
flat,suncity vatsal valley,gwal pahari,1.0,13333.0,2,2,2,3.0,New Property,833.3333333333333,0,0,0,0,0,2,13
flat,godrej habitat,sector 3,1.1,10407.0,2,2,2,14.0,Under Construction,955.9533333333331,0,0,0,0,0,0,62
flat,paras irene,sector 70a,1.3,9220.0,2,2,3,19.0,Moderately Old,1425.7142857142856,0,0,0,0,0,2,49
house,independent,sector 81,0.89,8128.0,1,1,0,1.0,Relatively New,1095.0,0,0,0,0,0,0,0
flat,ats kocoon,sector 109,1.7,12879.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,0,0,0,112
flat,m3m golfestate,sector 65,4.95,15906.0,3,3,3,10.0,Relatively New,2815.6190476190473,1,0,0,0,0,2,91
flat,vatika gurgaon,sector 83,1.08,6225.0,3,3,2,11.0,Relatively New,1569.7619047619046,0,0,0,0,1,0,19
flat,bestech park view ananda,sector 81,0.95,6985.0,2,2,2,14.0,Relatively New,1260.0,0,0,0,0,0,2,183
flat,signature global synera,sector 81,0.31,7434.0,1,1,1,13.0,Relatively New,366.42063492063494,0,0,0,0,0,1,141
flat,vatika lifestyle homes,sector 83,1.25,6838.0,3,2,1,6.0,Relatively New,1653.4523809523807,1,1,1,1,0,1,192
flat,chd avenue,sector 71,1.35,5745.0,4,4,3,8.0,Moderately Old,2126.190476190476,1,0,0,0,0,0,26
flat,dlf new town heights,sector 86,1.3,6736.0,3,3,3,12.0,Moderately Old,1746.190476190476,1,0,0,0,0,2,183
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,9.0,Relatively New,1413.095238095238,1,0,0,0,0,0,49
flat,ireo victory valley,sector 67,3.05,16267.0,3,4,2,35.0,Relatively New,2200.0,1,1,0,0,0,2,174
flat,emaar digihomes,sector 62,2.1,14257.0,2,2,2,30.0,New Property,1364.6161904761902,1,0,0,0,0,0,69
flat,m3m woodshire,sector 107,1.2,6176.0,3,3,3,7.0,Relatively New,1750.0,0,0,0,0,0,2,49
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,6.0,Relatively New,1300.0,0,0,0,0,0,2,192
flat,dlf the primus,sector 82a,1.85,10283.0,3,3,3+,2.0,Relatively New,1668.2777777777778,0,0,0,0,0,2,44
flat,signature global park,sohna road,0.55,7353.0,2,2,3,4.0,New Property,827.7777777777777,0,0,0,0,0,0,89
flat,vipul belmonte,sector 53,6.5,21922.0,3,4,3+,0.0,Old Property,2682.6190476190473,0,1,0,0,1,0,81
flat,emaar mgf palm hills,sector 77,1.55,7949.0,4,4,3+,2.0,Relatively New,1800.0,1,1,0,0,0,1,49
house,tata primanti,sector 72,8.5,13492.0,5,6,3+,10.0,Relatively New,6300.0,1,1,1,1,0,2,163
flat,sare homes,sector 92,1.18,5207.0,4,4,3,8.0,Relatively New,2517.777777777778,1,0,0,0,0,0,108
flat,emaar mgf the enclave,sector 66,1.9,10556.0,3,4,2,8.0,Relatively New,1850.0,1,0,0,0,0,2,192
flat,tulip violet,sector 69,3.25,10106.0,4,5,3+,14.0,Relatively New,2909.7142857142853,0,0,0,1,1,0,20
flat,emaar palm gardens,sector 83,1.73,9105.0,3,3,3,5.0,Relatively New,1600.0,1,0,0,0,0,2,192
flat,project krishna colony,sector 7,0.36,5143.0,2,2,1,0.0,Relatively New,700.0,0,0,0,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.54,9333.0,3,3,3,12.0,Relatively New,1314.5285714285715,1,0,0,0,0,0,70
house,independent,sector 41,4.25,26235.0,2,9,3+,4.0,Moderately Old,1620.0,1,1,0,0,0,2,36
house,independent,sector 8,0.62,11273.0,3,1,0,2.0,Moderately Old,550.0,0,0,0,0,0,0,0
house,eldeco mansionz,sector 48,6.4,23704.0,4,4,3,3.0,Moderately Old,2700.0,1,0,1,0,0,2,169
flat,cghs vidya enclave,sector 56,1.7,10968.0,3,2,3,6.0,Old Property,1584.9206349206347,0,0,1,0,0,0,110
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,5,0,0.0,Relatively New,1950.0,0,0,0,0,0,0,47
house,godrej meridien,sector 106,5.6,14000.0,5,4,3+,33.0,New Property,4000.0,1,1,1,1,0,0,169
flat,ardee city,sector 52,1.55,7381.0,4,4,3,1.0,Moderately Old,2100.0,0,0,0,0,0,0,0
flat,rof ananda,sector 95,0.31,5647.0,2,2,1,5.0,Relatively New,610.193531111111,0,0,0,1,0,2,74
flat,bestech park view ananda,sector 81,1.4,7735.0,3,3,3+,6.0,Relatively New,1474.3650793650793,0,0,0,0,0,0,104
flat,ireo the grand arch,sector 58,2.2,13480.0,2,2,1,5.0,Relatively New,1432.0,0,1,0,0,0,2,103
house,independent,sector 38,3.9,21242.0,6,6,3+,3.0,Moderately Old,1836.0,1,1,0,1,0,0,32
flat,zara aavaas,sector 104,0.4,7030.0,2,2,1,4.0,Relatively New,514.3209523809523,0,0,0,0,0,0,52
flat,dlf regency park,sector 28,1.91,16609.0,2,2,2,11.0,New Property,1277.7777777777778,0,0,0,0,0,1,116
flat,bsf chs,gwal pahari,0.95,5938.0,3,3,3,13.0,Old Property,1777.7777777777778,0,0,0,0,0,0,37
flat,godrej icon,sector 88a,1.65,9041.0,3,3,3,12.0,New Property,1651.190476190476,0,0,0,0,0,0,69
flat,tata primanti,sector 72,3.25,10545.0,3,3,3,2.0,Moderately Old,2985.7142857142853,1,0,0,0,0,0,103
flat,ss the leaf,sector 85,1.1,6318.0,2,2,3+,3.0,Relatively New,1464.2619047619046,0,0,1,0,0,0,152
flat,ansal heights 86,sector 86,0.78,5735.0,2,2,2,8.0,New Property,1360.0,0,0,0,0,0,0,81
flat,ireo skyon,sector 60,2.5,16129.0,2,3,2,4.0,Relatively New,1402.3809523809523,0,1,0,0,0,0,109
flat,godrej nature plus,sector 33,1.5,10197.0,2,2,3+,2.0,Under Construction,1538.888888888889,0,0,0,0,0,0,105
flat,pyramid pride,sector 76,0.5,6579.0,2,2,1,8.0,Under Construction,844.4444444444445,0,0,0,0,0,0,85
flat,kamroon court,sector 43,2.75,13750.0,3,4,3+,5.0,Moderately Old,2222.222222222222,1,0,0,0,1,2,49
flat,la vida by tata housing,sector 113,3.35,16750.0,3,4,3+,12.0,New Property,2200.0,1,1,0,0,0,0,192
flat,dnha group housing society,manesar,0.75,4518.0,3,2,2,5.0,Moderately Old,1501.9047619047617,0,0,0,0,0,0,0
house,dlf city plots phase 3,sector 24,1.44,2963.0,4,2,2,1.0,Old Property,540.0,0,0,0,0,0,0,8
flat,raheja vedaanta,sector 108,0.85,4637.0,3,3,2,2.0,Relatively New,1500.0,1,0,0,0,0,0,74
flat,ramprastha primera,sector 37d,1.1,6111.0,3,3,3,6.0,Relatively New,1700.0,0,0,0,0,0,0,158
flat,rof ananda,sector 95,0.32,5829.0,2,2,1,9.0,Relatively New,610.193531111111,0,0,0,1,0,2,71
house,international city by sobha phase 2,sector 109,6.8,12593.0,4,5,3,2.0,Relatively New,5400.0,1,0,0,0,0,0,49
house,independent,sector 82,7.0,21605.0,4,4,3+,1.0,Relatively New,3240.0,1,1,0,1,0,2,49
house,independent,sector 17,3.0,11111.0,4,4,0,1.0,Old Property,3000.0,0,0,0,0,0,0,0
house,project housing board colony,sector 28,2.58,17695.0,4,2,2,2.0,Relatively New,1458.0,0,0,0,0,0,0,0
flat,paras dews,sector 106,1.5,6369.0,4,6,3+,11.0,Relatively New,1535.0,1,0,0,0,0,0,192
flat,imperia the esfera,sector 37c,0.9,6272.0,3,3,3,9.0,Relatively New,1435.0,0,0,0,0,0,0,74
flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,995.2380952380952,0,0,0,0,0,2,37
flat,signature global park 4,sector 36,1.0,9901.0,3,2,3,2.0,New Property,1122.2222222222222,0,0,0,0,0,0,146
house,independent,sector 12,1.5,11111.0,5,5,2,3.0,Old Property,1350.0,0,0,0,0,0,0,16
flat,emaar mgf emerald floors premier,sector 65,2.5,15152.0,3,3,3,3.0,Relatively New,1492.8571428571427,1,1,0,0,0,0,15
flat,suncity heights,sector 54,3.85,16446.0,3,3,3+,8.0,Old Property,2118.047619047619,1,0,0,0,0,0,76
house,ss hibiscus,sector 50,12.25,20940.0,5,7,3+,1.0,Relatively New,5850.0,1,1,0,1,1,2,178
flat,suncity avenue,sector 102,0.47,8935.0,2,2,1,5.0,Relatively New,581.4603174603174,0,0,1,0,0,0,151
flat,tulip violet,sector 69,1.37,8676.0,3,3,1,12.0,Relatively New,1568.3015873015872,0,0,0,1,0,0,104
flat,pareena laxmi apartments,sector 99a,0.31,5905.0,2,2,2,6.0,New Property,583.3333333333334,0,0,0,0,0,0,83
house,independent,sector 56,3.25,21495.0,5,6,3+,4.0,Relatively New,1512.0,0,0,0,1,1,2,35
house,arjun marg/ sector- 26 phase- 1/ golf course road,sector 26,31.5,35000.0,7,9,3+,3.0,Moderately Old,9000.0,1,1,1,1,0,1,91
flat,supertech hues,sector 68,0.93,8611.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0,0,0
house,independent,sector 46,2.2,24202.0,3,3,2,3.0,Old Property,909.0,0,0,1,0,0,2,56
house,dlf city phase 1,sector 26,3.25,3681.0,3,3,3,2.0,Old Property,8829.0,0,1,0,0,0,0,79
flat,satya the hermitage,sector 103,0.8,5517.0,2,2,0,10.0,Relatively New,1450.0,0,0,0,0,0,0,69
flat,ansal housing highland park,sector 103,1.1,6243.0,3,3,3+,7.0,New Property,1500.0,0,0,0,0,0,0,96
flat,orchid petals,sector 49,2.38,11498.0,3,4,3,1.0,Relatively New,2061.0,0,1,0,0,0,0,49
flat,ss the leaf,sector 85,1.14,6433.0,2,2,3,16.0,Relatively New,1603.2380952380952,0,0,0,0,0,0,44
flat,emaar mgf emerald floors premier,sector 65,2.35,16207.0,3,3,3,2.0,Relatively New,1500.0,1,1,0,0,0,2,64
flat,m3m woodshire,sector 107,1.45,6141.0,3,4,3+,7.0,Relatively New,1900.0,1,0,0,0,0,0,76
flat,godrej habitat,sector 3,1.35,12784.0,2,2,0,4.0,Old Property,1056.0,0,0,0,0,0,0,62
flat,adani aangan arcade,sector 88a,0.45,7200.0,2,2,1,3.0,New Property,694.4444444444445,0,0,0,0,0,0,14
flat,spaze privvy the address,sector 93,1.25,5700.0,4,4,3,16.0,Relatively New,2105.0,0,0,0,0,0,0,0
flat,orchid petals,sector 49,2.51,12179.0,3,3,3+,7.0,Old Property,2061.0,0,1,0,0,0,2,81
flat,emaar mgf emerald floors premier,sector 65,2.77,14025.0,4,4,3+,3.0,Relatively New,2194.4444444444443,1,1,0,0,0,1,192
flat,emaar gurgaon greens,sector 102,1.52,9212.0,3,3,3,7.0,Relatively New,1314.5285714285715,1,0,0,0,0,2,155
flat,emaar gurgaon greens,sector 102,1.3,7879.0,3,3,3,7.0,Relatively New,1388.095238095238,1,0,0,0,0,0,102
house,ansal sushant lok 2,sector 56,3.4,22222.0,6,6,3+,2.0,Moderately Old,1530.0,0,0,0,0,0,2,29
flat,puri diplomatic greens,sector 111,3.7,12542.0,4,5,3+,12.0,Relatively New,2650.0,1,0,0,0,0,2,176
flat,ss the leaf,sector 85,1.17,7002.0,2,2,3,11.0,Relatively New,1660.0,0,0,0,0,0,0,49
flat,bestech park view residency,sector 2,0.56,8550.0,1,1,2,7.0,Moderately Old,722.2222222222222,0,0,0,0,0,0,101
flat,signature global city 92,sector 92,0.78,7723.0,2,2,3,2.0,Under Construction,845.7936507936507,0,0,0,0,1,0,33
house,independent,sector 57,3.15,20349.0,5,4,3+,2.0,Moderately Old,1548.0,0,0,1,0,0,2,60
flat,ansal heights 86,sector 86,1.05,5541.0,3,3,3,9.0,Under Construction,1714.5238095238094,1,0,0,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,2.55,15455.0,3,3,3,3.0,Relatively New,1650.0,1,1,0,0,0,0,21
flat,emaar mgf emerald estate,sector 65,1.75,12545.0,3,3,3,10.0,Relatively New,1080.515873015873,1,0,0,0,0,2,142
flat,aipl the peaceful homes,sector 70a,1.6,9587.0,2,2,2,22.0,Moderately Old,1415.9523809523807,0,0,0,0,0,0,95
flat,vipul world floors,sector 48,4.3,13871.0,4,5,3+,4.0,New Property,3444.4444444444443,1,1,0,1,0,0,106
flat,experion the heartsong,sector 108,0.98,13351.0,2,3,3,12.0,Relatively New,978.223232,1,1,1,1,0,0,40
flat,ireo skyon,sector 60,2.05,15185.0,2,3,2,2.0,Relatively New,1520.0,0,0,1,0,0,2,192
flat,vatika city,sector 49,1.85,10577.0,3,3,1,7.0,Moderately Old,1471.12,0,0,1,1,0,0,176
flat,emaar gurgaon greens,sector 102,1.45,8788.0,3,3,3,7.0,Relatively New,1492.8571428571427,1,0,0,0,0,0,177
flat,green court,sector 90,0.45,7188.0,2,2,1,2.0,New Property,695.5555555555555,0,0,0,0,0,2,42
flat,tulip monsella,sector 53,8.25,28004.0,3,4,3,8.0,Under Construction,2659.9999999999995,1,0,0,0,0,1,44
house,independent,sector 12,1.7,8000.0,5,5,3,3.0,Moderately Old,2000.0,0,0,0,1,1,0,9
